product,grape,score,avg_price_liter
"Domaine Leflaive Bourgogne  Blanc, Burgundy",  Chardonnay  ,89,848.0
"Coche-Dury Bourgogne  Chardonnay, Burgundy",  Chardonnay  ,90,210.67
"Domaine  Fourrier Gevrey-Chambertin Vieilles Vignes, Cote de Nuits",  Pinot Noir  ,90,1214.67
"Domaine  Jacques-Frederic Mugnier Les Amoureuses, Chambolle-Musigny Premier Cru",  Pinot Noir  ,94,1302.67
"E. Guigal Chateau d'Ampuis Cote  Rotie, Rhone",  Syrah  ,93,790.67
"Chateau Pedesclaux, Pauillac,",  Bordeaux Blend Red  ,91,326.67
"Chateau Latour a Pomerol, Pomerol,",  Cabernet Franc - Merlot  ,92,733.33
"Chateau Grand-Pontet,  Saint-Emilion Grand Cru",  Bordeaux Blend Red  ,89,220.0
"Chateau Tour Saint  Christophe, Saint-Emilion Grand Cru",  Bordeaux Blend Red  ,91,253.33
"Domaine  Leroy Richebourg Grand Cru, Cote de Nuits",  Pinot Noir  ,97,749.33
"Domaine  Arnoux-Lachaux Vosne-Romanee, Cote de Nuits",  Pinot Noir  ,89,1168.0
"Domaine  Fourrier Clos Saint-Jacques, Gevrey-Chambertin Premier Cru",  Pinot Noir  ,94,633.33
"Domaine  Leflaive Bienvenues-Batard-Montrachet Grand Cru, Cote de Beaune",  Chardonnay  ,94,396.0
"Veuve Clicquot  Ponsardin Yellow Label Brut, Champagne",  Champagne Blend  ,89,408.0
"Chateau Senejac, Haut-Medoc",  Bordeaux Blend Red  ,88,130.67
"M. Chapoutier  Ermitage l'Ermite, Rhone",  Syrah  ,96,932.0
Remy Martin V.S.O.P. Fine  Champagne Cognac,  Brandy  ,89,358.67
"Chateau Dauzac, Margaux",  Bordeaux Blend Red  ,91,342.67
"Coche-Dury  Les Perrieres, Meursault Premier Cru",  Chardonnay  ,96,813.33
"Domaine  Jacques-Frederic Mugnier Chambolle-Musigny, Cote de Nuits",  Pinot Noir  ,90,26.67
